,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,dt_year,dt_month,dt_dayofweek,AgeuponOutcome_days,sex,desexed,Breed_is_mix,dogsize
25491,A704915,Kenzi,2015-06-13 12:43:00,Return_to_owner,,Dog,Spayed Female,3 years,Siberian Husky Mix,White/Black,2015,6,5,1095.0,Female,Yes,True,m
25492,A685387,Kyra,2014-08-31 16:13:00,Adoption,,Dog,Spayed Female,10 months,Pointer/Pit Bull,Black/White,2014,8,6,300.0,Female,Yes,False,m
25493,A678103,,2014-05-04 17:28:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Buff,2014,5,6,7.0,Male,No,True,u
25494,A686265,Mikey,2015-04-22 17:04:00,Return_to_owner,,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Fawn/White,2015,4,2,365.0,Male,Yes,True,u
25495,A702837,Trouble,2015-07-18 18:34:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015,7,5,60.0,Male,Yes,True,u
25496,A639421,Wally,2014-04-22 13:41:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,2014,4,1,1095.0,Male,Yes,True,m
25497,A690365,Garfield,2014-12-23 18:28:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby,2014,12,1,90.0,Male,Yes,True,u
25498,A703180,Maizy,2015-05-25 17:16:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,White/Tan,2015,5,0,150.0,Female,Yes,False,s
25499,A666973,Bohdi,2015-01-25 12:51:00,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White,2015,1,6,730.0,Male,Yes,True,m
25500,A700531,Juno,2015-04-25 17:02:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,2015,4,5,730.0,Male,Yes,True,u
25501,A672186,Faye,2014-02-20 12:23:00,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Fawn/Blue,2014,2,3,30.0,Female,No,True,s
25502,A692328,Tiger,2014-11-23 15:29:00,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle,2014,11,6,60.0,Male,Yes,True,m
25503,A690656,Bubba,2014-11-03 12:40:00,Return_to_owner,,Dog,Neutered Male,6 years,Chihuahua Shorthair,Black/White,2014,11,0,2190.0,Male,Yes,False,s
25504,A708846,Buttons,2015-08-07 16:31:00,Return_to_owner,,Cat,Neutered Male,7 years,Domestic Longhair Mix,Blue/White,2015,8,4,2555.0,Male,Yes,True,u
25505,A687391,Lee Anne,2014-09-13 16:19:00,Transfer,Partner,Dog,Spayed Female,4 years,Cardigan Welsh Corgi Mix,Gold/White,2014,9,5,1460.0,Female,Yes,True,m
25506,A667951,Duncan,2014-01-05 14:31:00,Adoption,,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black/White,2014,1,6,3285.0,Male,Yes,True,u
25507,A702755,Oscar,2015-07-26 00:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2015,7,6,60.0,Male,Yes,True,u
25508,A685384,,2014-08-06 15:38:00,Euthanasia,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby/White,2014,8,2,3650.0,Male,Yes,True,u
25509,A684097,,2014-07-19 13:48:00,Euthanasia,Suffering,Cat,Intact Female,9 months,Domestic Shorthair Mix,Calico,2014,7,5,270.0,Female,No,True,u
25510,A692625,Markie,2014-12-11 11:39:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,2014,12,3,60.0,Male,Yes,True,u
25511,A713241,Henny,2015-11-15 18:47:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,2015,11,6,60.0,Female,Yes,True,u
25512,A720554,,2016-02-15 15:37:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Dachshund,Black/Tan,2016,2,0,60.0,Female,Yes,False,s
25513,A672958,Zoe,2014-02-21 17:29:00,Adoption,,Dog,Spayed Female,3 years,Miniature Pinscher/Maltese,Black Smoke,2014,2,4,1095.0,Female,Yes,False,s
25514,A713189,Pitufa,2015-10-05 17:14:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White,2015,10,0,365.0,Female,Yes,True,s
25515,A684988,Oscar,2014-08-01 18:13:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,2014,8,4,365.0,Male,Yes,True,l
25516,A711601,Benclet,2015-09-09 16:54:00,Euthanasia,Suffering,Dog,Intact Male,6 years,Rottweiler Mix,Black/Tan,2015,9,2,2190.0,Male,No,True,m
25517,A695739,,2015-01-22 09:00:00,Transfer,SCRP,Cat,Intact Male,3 years,Siamese Mix,Flame Point,2015,1,3,1095.0,Male,No,True,u
25518,A684713,Magneto,2014-09-06 11:39:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,2014,9,5,90.0,Male,Yes,True,u
25519,A703770,Mia,2015-07-19 19:48:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2015,7,6,60.0,Female,Yes,True,u
25520,A719043,Leo,2016-01-27 17:54:00,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Brown,2016,1,2,1095.0,Male,No,True,m
25521,A708038,Archie,2015-08-01 00:00:00,Return_to_owner,,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Tan,2015,8,5,365.0,Male,Yes,True,u
25522,A717388,Angel,2015-12-07 13:40:00,Return_to_owner,,Dog,Spayed Female,10 years,Shetland Sheepdog Mix,Blue Merle/White,2015,12,0,3650.0,Female,Yes,True,s
25523,A712424,,2015-09-23 09:00:00,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Blue,2015,9,2,120.0,,,True,u
25524,A662043,Holly,2015-06-01 11:42:00,Return_to_owner,,Dog,Spayed Female,6 years,Labrador Retriever/Pit Bull,White/Tan,2015,6,0,2190.0,Female,Yes,False,m
25525,A676762,Adrian,2014-11-04 18:36:00,Adoption,,Dog,Neutered Male,1 year,American Bulldog Mix,Tan/White,2014,11,1,365.0,Male,Yes,True,l
25526,A682555,,2014-06-30 10:45:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White,2014,6,0,30.0,Female,No,True,u
25527,A676817,Flecha,2014-12-29 11:01:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,2014,12,0,730.0,Male,Yes,True,m
25528,A710253,Trevor,2015-08-25 15:15:00,Transfer,Partner,Dog,Intact Male,1 year,Miniature Poodle Mix,White,2015,8,1,365.0,Male,No,True,s
25529,A670342,Hannah,2014-12-17 09:25:00,Adoption,Foster,Dog,Spayed Female,5 years,Catahoula Mix,Brown Brindle/White,2014,12,2,1825.0,Female,Yes,True,u
25530,A677643,,2014-05-02 18:36:00,Transfer,Partner,Dog,Neutered Male,5 months,Yorkshire Terrier Mix,Silver/Tan,2014,5,4,150.0,Male,Yes,True,s
25531,A664342,Miso,2013-10-18 12:06:00,Transfer,Partner,Dog,Intact Female,1 year,Japanese Chin Mix,White/Black,2013,10,4,365.0,Female,No,True,s
25532,A643531,Macy,2014-05-13 09:59:00,Adoption,Foster,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor,2014,5,1,365.0,Female,Yes,True,m
25533,A670055,,2014-01-05 18:38:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/Cream,2014,1,6,1825.0,Male,Yes,True,s
25534,A690068,,2014-10-13 17:45:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,2014,10,0,7.0,,,True,u
25535,A670236,,2014-01-05 15:12:00,Transfer,Partner,Dog,Unknown,2 days,Pit Bull Mix,Blue/White,2014,1,6,2.0,,,True,m
25536,A715030,Buster,2015-11-10 12:24:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown,2015,11,1,1095.0,Male,Yes,True,m
25537,A696217,Lexi,2015-02-04 17:38:00,Adoption,,Dog,Spayed Female,4 years,Miniature Poodle Mix,White/Brown,2015,2,2,1460.0,Female,Yes,True,s
25538,A683271,Joy,2014-08-21 16:35:00,Adoption,,Dog,Spayed Female,6 years,Staffordshire Mix,Blue/White,2014,8,3,2190.0,Female,Yes,True,m
25539,A683936,Gia,2014-07-22 18:09:00,Adoption,,Dog,Spayed Female,7 months,Siberian Husky/Catahoula,Brown Brindle,2014,7,1,210.0,Female,Yes,False,m
25540,A718746,Shasta,2016-01-11 11:45:00,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,2016,1,0,2920.0,Female,Yes,True,u
25541,A710948,Cordelia,2015-09-04 18:34:00,Adoption,,Dog,Spayed Female,6 months,Beagle/Boxer,Tan/Black,2015,9,4,180.0,Female,Yes,False,m
25542,A684724,,2014-07-29 09:00:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Black/White,2014,7,1,1095.0,Female,No,True,u
25543,A684031,Sawyer,2014-08-30 18:43:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,2014,8,5,60.0,Male,Yes,True,u
25544,A694698,,2015-01-06 16:55:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White,2015,1,1,730.0,Male,Yes,True,s
25545,A697018,Lola Bear,2015-02-20 17:54:00,Adoption,,Dog,Spayed Female,1 month,German Shepherd Mix,Sable,2015,2,4,30.0,Female,Yes,True,l
25546,A713176,Cassiopeia,2016-01-09 17:47:00,Adoption,,Cat,Intact Female,4 months,Domestic Longhair Mix,Blue,2016,1,5,120.0,Female,No,True,u
25547,A703892,Opal Jane,2015-12-13 00:00:00,Transfer,Partner,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Brown,2015,12,6,4380.0,Female,No,True,s
25548,A669976,Olive,2014-01-04 13:27:00,Transfer,Partner,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,2014,1,5,1460.0,Female,Yes,True,m
25549,A705828,,2015-06-21 17:52:00,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White,2015,6,6,30.0,Female,No,True,m
25550,A680967,Bandit,2014-08-05 17:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2014,8,1,60.0,Male,Yes,True,u
25551,A705725,Fennec,2015-06-25 18:55:00,Adoption,,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Buff/Tan,2015,6,3,365.0,Male,No,True,s
25552,A712218,,2015-09-23 16:45:00,Transfer,Partner,Dog,Neutered Male,2 years,Maltese Mix,White,2015,9,2,730.0,Male,Yes,True,s
25553,A715064,Nathan,2015-10-31 15:43:00,Return_to_owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue/White,2015,10,5,1825.0,Male,Yes,True,u
25554,A715036,,2015-10-31 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White,2015,10,5,365.0,Male,No,True,u
25555,A691684,Presley,2014-11-11 17:36:00,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,White/Tan,2014,11,1,60.0,Male,No,True,m
25556,A683731,Xarren,2014-12-10 14:59:00,Transfer,Partner,Dog,Neutered Male,2 years,Border Collie/Labrador Retriever,Black/White,2014,12,2,730.0,Male,Yes,False,m
25557,A688664,,2014-10-02 14:40:00,Transfer,Partner,Dog,Spayed Female,2 months,Labrador Retriever,Black,2014,10,3,60.0,Female,Yes,False,m
25558,A681290,,2014-06-15 19:11:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,2014,6,6,90.0,Female,No,True,u
25559,A676738,Libby,2014-04-16 14:09:00,Return_to_owner,,Dog,Spayed Female,10 years,Boxer Mix,Brown,2014,4,2,3650.0,Female,Yes,True,m
25560,A682872,Blackie,2014-07-21 11:13:00,Return_to_owner,,Dog,Neutered Male,2 years,Rat Terrier Mix,Black/White,2014,7,0,730.0,Male,Yes,True,s
25561,A661874,Max,2013-11-17 12:53:00,Transfer,Partner,Dog,Neutered Male,5 months,Miniature Schnauzer Mix,Black/White,2013,11,6,150.0,Male,Yes,True,s
25562,A707556,Hershey,2015-07-26 18:30:00,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black,2015,7,6,1095.0,Female,Yes,True,s
25563,A685918,Darla,2014-08-22 17:04:00,Adoption,,Dog,Spayed Female,4 months,German Shepherd Mix,Black/Brown,2014,8,4,120.0,Female,Yes,True,l
25564,A672652,,2014-02-19 13:11:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,2014,2,2,730.0,Male,Yes,True,s
25565,A668729,Riley,2013-12-17 14:50:00,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown Brindle,2013,12,1,365.0,Male,Yes,True,m
25566,A710022,Belinda,2015-08-20 17:58:00,Adoption,,Dog,Spayed Female,1 year,Great Dane/Labrador Retriever,Black/White,2015,8,3,365.0,Female,Yes,False,l
25567,A709754,Skitches,2015-11-10 15:58:00,Adoption,Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,2015,11,1,90.0,Female,No,True,u
25568,A683195,,2014-07-18 09:00:00,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White,2014,7,4,1825.0,Female,Yes,True,u
25569,A649978,Raz,2014-02-19 13:41:00,Adoption,Foster,Dog,Spayed Female,2 years,Plott Hound Mix,Brown Brindle/White,2014,2,2,730.0,Female,Yes,True,m
25570,A686497,Chester,2014-08-31 15:45:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black Tabby,2014,8,6,150.0,Male,Yes,True,u
25571,A710944,Tiny,2015-09-01 17:11:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red/Black,2015,9,1,730.0,Male,Yes,True,s
25572,A677539,,2014-04-26 12:02:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,2014,4,5,14.0,Male,No,True,u
25573,A710467,,2015-08-23 15:20:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Tortie,2015,8,6,14.0,,,True,u
25574,A705475,,2015-06-17 18:45:00,Euthanasia,Suffering,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015,6,2,21.0,,,True,u
25575,A692256,,2014-11-17 15:56:00,Euthanasia,Suffering,Dog,Intact Male,3 years,Standard Poodle Mix,White,2014,11,0,1095.0,Male,No,True,m
25576,A705706,,2015-07-08 20:06:00,Died,In Kennel,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,2015,7,2,14.0,Male,No,True,u
25577,A681678,Saja,2014-11-20 15:12:00,Adoption,,Dog,Spayed Female,8 years,Siberian Husky Mix,Sable,2014,11,3,2920.0,Female,Yes,True,m
25578,A711475,Picasso,2015-09-09 11:00:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie,2015,9,2,180.0,Female,Yes,True,u
25579,A715665,Pup 2,2015-11-09 16:30:00,Adoption,,Dog,Spayed Female,1 month,Anatol Shepherd Mix,White/Brown,2015,11,0,30.0,Female,Yes,True,l
25580,A716626,,2015-11-26 20:20:00,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue,2015,11,3,730.0,Female,Yes,True,u
25581,A719344,Duke,2016-01-21 17:32:00,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White,2016,1,3,60.0,Male,Yes,True,m
25582,A698262,Benny,2015-03-18 11:58:00,Return_to_owner,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange Tabby,2015,3,2,2190.0,Male,Yes,True,u
25583,A697951,Karl,2015-05-03 18:46:00,Adoption,,Dog,Neutered Male,6 years,Pointer Mix,White/Brown,2015,5,6,2190.0,Male,Yes,True,m
25584,A658800,Houdini,2015-05-31 00:00:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Blue/White,2015,5,6,365.0,Male,Yes,True,u
25585,A678826,Felicity,2014-07-12 19:47:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,2014,7,5,90.0,Female,Yes,True,u
25586,A693124,Buddy,2014-12-11 11:04:00,Return_to_owner,,Dog,Neutered Male,7 years,Australian Cattle Dog/Labrador Retriever,Tan/Gold,2014,12,3,2555.0,Male,Yes,False,m
25587,A692392,Taz,2014-11-24 13:32:00,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Wirehair Mix,White/Black,2014,11,0,60.0,Male,No,True,s
25588,A686283,,2014-08-23 17:39:00,Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier/Welsh Terrier,Tan/White,2014,8,5,60.0,Female,Yes,False,s
25589,A647492,Bueller,2015-04-19 16:21:00,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Blue Lacy Mix,Fawn/White,2015,4,6,2190.0,Male,Yes,True,u
25590,A687677,,2014-09-12 17:29:00,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Red Merle/White,2014,9,4,730.0,Female,Yes,True,m
25591,A714395,Handsome,2015-10-31 17:49:00,Transfer,Partner,Dog,Neutered Male,6 months,Harrier Mix,White/Brown,2015,10,5,180.0,Male,Yes,True,m
25592,A687415,Rae,2014-09-13 16:27:00,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,White/Black,2014,9,5,730.0,Female,No,True,m
25593,A691698,Flynn,2014-12-15 15:55:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,2014,12,0,60.0,Male,Yes,True,u
25594,A705686,,2015-06-25 11:14:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,2015,6,3,1095.0,Female,Yes,True,u
25595,A708898,Quita,2015-08-12 15:31:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,2015,8,2,60.0,Female,Yes,True,u
25596,A681635,,2014-06-19 18:47:00,Euthanasia,Suffering,Dog,Intact Female,14 years,Chow Chow Mix,Black,2014,6,3,5110.0,Female,No,True,m
25597,A683881,Spike,2014-07-19 13:07:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/White,2014,7,5,28.0,Female,No,True,u
25598,A708953,,2015-08-04 09:00:00,Transfer,SCRP,Cat,Unknown,7 months,Domestic Shorthair Mix,Brown Tabby/White,2015,8,1,210.0,,,True,u
25599,A676700,Winnie,2014-05-03 16:11:00,Adoption,,Dog,Spayed Female,5 years,Miniature Poodle/Miniature Schnauzer,Black,2014,5,5,1825.0,Female,Yes,False,s
25600,A671928,Eva,2014-02-07 16:45:00,Transfer,Partner,Dog,Spayed Female,3 years,Belgian Malinois Mix,Tan/Black,2014,2,4,1095.0,Female,Yes,True,l
25601,A668816,Bella,2015-12-22 00:00:00,Transfer,Partner,Dog,Spayed Female,4 years,Miniature Pinscher Mix,Black/Brown,2015,12,1,1460.0,Female,Yes,True,s
25602,A669563,Killer,2013-12-23 13:59:00,Euthanasia,Suffering,Dog,Intact Male,2 years,Pit Bull Mix,Fawn/White,2013,12,0,730.0,Male,No,True,m
25603,A684949,Planet,2014-08-09 19:01:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,2014,8,5,365.0,Female,Yes,True,s
25604,A693740,Tyra,2015-01-05 15:23:00,Transfer,Partner,Dog,Spayed Female,1 year,Anatol Shepherd Mix,Brown/White,2015,1,0,365.0,Female,Yes,True,l
25605,A691523,,2014-11-21 13:19:00,Transfer,Partner,Dog,Intact Male,4 weeks,Chihuahua Longhair Mix,Black/White,2014,11,4,28.0,Male,No,True,s
25606,A719229,,2016-01-18 15:10:00,Transfer,Partner,Dog,Intact Male,3 months,Labrador Retriever Mix,Black,2016,1,0,90.0,Male,No,True,m
25607,A695346,Hanna,2015-01-18 16:07:00,Transfer,Partner,Dog,Intact Female,10 months,Labrador Retriever Mix,Brown/White,2015,1,6,300.0,Female,No,True,m
25608,A686736,,2014-08-27 09:00:00,Transfer,SCRP,Cat,Unknown,5 months,Domestic Shorthair Mix,Blue Tabby/White,2014,8,2,150.0,,,True,u
25609,A717058,Bear,2015-12-05 17:56:00,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black,2015,12,5,1825.0,Male,Yes,True,m
25610,A704687,Lucy,2015-06-11 17:34:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/Black,2015,6,3,60.0,Female,Yes,True,m
25611,A665214,,2013-10-29 11:26:00,Transfer,Partner,Dog,Intact Female,4 years,Australian Cattle Dog/Labrador Retriever,Brown/White,2013,10,1,1460.0,Female,No,False,m
25612,A706002,Dave,2015-07-02 19:17:00,Adoption,,Dog,Neutered Male,11 months,German Shepherd Mix,Black/White,2015,7,3,330.0,Male,Yes,True,l
25613,A702414,Jasmine,2015-08-02 15:44:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,2015,8,6,120.0,Female,Yes,True,u
25614,A717293,Nick,2015-12-11 13:04:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown,2015,12,4,30.0,Male,No,True,u
25615,A687106,Tucker,2014-09-03 14:28:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,2014,9,2,730.0,Male,Yes,True,u
25616,A667579,Beth,2013-12-31 15:25:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,2013,12,1,60.0,Female,No,True,u
25617,A709053,,2015-08-04 12:54:00,Euthanasia,Suffering,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Buff,2015,8,1,1825.0,Female,No,True,s
25618,A693449,Jaydee,2014-12-12 15:23:00,Return_to_owner,,Dog,Spayed Female,3 years,Catahoula Mix,Black Brindle,2014,12,4,1095.0,Female,Yes,True,u
25619,A591852,Chico,2014-11-03 12:27:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown,2014,11,0,1825.0,Male,Yes,True,s
25620,A465573,Boly,2014-02-03 18:03:00,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever/Chow Chow,Black/Brown,2014,2,0,3650.0,Male,Yes,False,m
25621,A677680,Raja,2014-04-28 15:05:00,Return_to_owner,,Dog,Neutered Male,3 years,German Shepherd Mix,Sable/Brown,2014,4,0,1095.0,Male,Yes,True,l
25622,A717672,,2015-12-16 19:40:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,2015,12,2,730.0,Male,Yes,True,u
25623,A717624,Rhett,2015-12-17 13:09:00,Transfer,Partner,Dog,Neutered Male,5 months,Labrador Retriever Mix,Cream,2015,12,3,150.0,Male,Yes,True,m
25624,A661429,Cherie,2013-10-23 15:05:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,White/Black,2013,10,2,1825.0,Female,Yes,True,u
25625,A718416,Zoey,2016-01-10 15:07:00,Adoption,,Dog,Spayed Female,1 year,Dalmatian Mix,White/Black,2016,1,6,365.0,Female,Yes,True,m
25626,A672345,Luna,2014-02-20 14:47:00,Transfer,Partner,Dog,Intact Female,4 years,Pit Bull Mix,Brown/White,2014,2,3,1460.0,Female,No,True,m
25627,A688718,Elvis,2014-09-23 12:46:00,Return_to_owner,,Dog,Neutered Male,3 years,Beagle Mix,Tricolor,2014,9,1,1095.0,Male,Yes,True,m
25628,A704481,,2015-06-06 18:21:00,Died,In Kennel,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,2015,6,5,14.0,Male,No,True,u
25629,A689028,Sparky,2014-10-02 18:07:00,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair,Sable,2014,10,3,1825.0,Male,Yes,False,s
25630,A679406,Piper,2014-06-26 12:14:00,Transfer,Partner,Dog,Spayed Female,3 months,Labrador Retriever/Pointer,Black/White,2014,6,3,90.0,Female,Yes,False,m
25631,A661662,Jake,2014-07-22 09:00:00,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,2014,7,1,365.0,Male,Yes,True,u
25632,A686458,Lacey,2014-09-23 12:23:00,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie,2014,9,1,60.0,Female,Yes,False,u
25633,A678217,Puzzles,2014-06-01 17:21:00,Adoption,,Dog,Spayed Female,2 years,Bulldog Mix,Brown/White,2014,6,6,730.0,Female,Yes,True,m
25634,A689197,Leo,2014-10-05 15:05:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,2014,10,6,60.0,Male,Yes,True,u
25635,A684262,Macho,2015-01-08 18:48:00,Return_to_owner,,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Gold,2015,1,3,2920.0,Male,No,True,s
25636,A685349,Xochitl,2014-08-07 18:51:00,Return_to_owner,,Dog,Intact Female,3 years,Vizsla/Rhod Ridgeback,Tan/White,2014,8,3,1095.0,Female,No,False,l
25637,A679328,,2014-05-20 17:32:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie/White,2014,5,1,30.0,Female,No,True,u
25638,A672653,Hannah,2014-03-10 15:49:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,2014,3,0,60.0,Female,Yes,True,m
25639,A679199,Peluchi,2014-05-19 14:25:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Sable,2014,5,0,1095.0,Male,Yes,True,s
25640,A616585,Lobo,2015-10-02 16:28:00,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow,2015,10,4,1825.0,Male,Yes,True,m
25641,A695172,Bert,2015-01-18 14:47:00,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,2015,1,6,3650.0,Male,Yes,True,u
25642,A707977,Mia,2015-09-20 18:38:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,2015,9,6,60.0,Female,Yes,True,u
25643,A600683,Kontiki,2015-02-01 16:00:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black,2015,2,6,1095.0,Male,Yes,False,u
25644,A697799,Bella,2015-03-03 16:43:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White,2015,3,1,1825.0,Female,Yes,True,u
25645,A669271,,2014-01-11 18:58:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Brown Brindle/White,2014,1,5,60.0,Female,Yes,False,m
25646,A707542,Uma,2015-08-02 11:13:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,2015,8,6,365.0,Female,Yes,True,u
25647,A690665,Polly,2014-11-07 11:39:00,Adoption,Foster,Dog,Intact Female,2 months,English Cocker Spaniel Mix,Sable,2014,11,4,60.0,Female,No,True,m
25648,A719973,Zoey,2016-02-05 17:15:00,Adoption,,Dog,Spayed Female,1 month,Australian Shepherd Mix,Tricolor,2016,2,4,30.0,Female,Yes,True,m
25649,A706223,,2015-06-27 12:05:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,White,2015,6,5,30.0,Female,No,True,u
